Kategorie,Titel,Frage,Datum Antwort,Name Antwortgeber,Antwort,chunk_text,embedding
SHSG Arbeit,Deregistration,When is the last day that i can deregister for an exam free of charge?,09.04.2025,Michèle - Representation of Interests and Studies,Hello and thank you for question! For central exams the deadline is May 5th. Please check your compass calendar for further information!,"Frage: When is the last day that i can deregister for an exam free of charge?
Antwort: Hello and thank you for question! For central exams the deadline is May 5th. Please check your compass calendar for further information!","[0.00413016602396965, -0.010487865656614304, 0.012978584505617619, 0.02900751493871212, 0.04672694951295853, 0.004408037289977074, -0.010857914574444294, -0.001901821931824088, -0.06183941662311554, 0.03597240895032883, -0.029021894559264183, -0.03698011860251427, -0.07480049133300781, 0.0218851026147604, -0.018050149083137512, -0.06620310246944427, -0.11033525317907333, -0.037080492824316025, -0.018050990998744965, -0.009736868552863598, -0.028310930356383324, -0.036236800253391266, -0.06209249794483185, 0.033946845680475235, -0.014449452050030231, -0.02989967167377472, 0.023794524371623993, -0.06883927434682846, 0.043076127767562866, -0.06425612419843674, -0.04202939197421074, 0.019360320642590523, -0.05045073479413986, -0.0023680853191763163, 0.029375018551945686, -0.02275022864341736, 0.016978250816464424, -0.05131680518388748, 0.03481017425656319, 0.024770241230726242, -0.036404430866241455, -0.043483465909957886, -0.02843068540096283, 0.058046404272317886, -0.04847182705998421, 0.06424982845783234, -0.024887774139642715, 0.012246598489582539, 0.01030967477709055, 0.10089050233364105, -0.027293765917420387, -0.03813643008470535, -0.0795392096042633, -0.05834820866584778, -0.01533728837966919, 0.05175699293613434, 0.06363959610462189, -0.09511736035346985, 0.019695045426487923, 0.030499016866087914, -0.0814189538359642, -0.012855169363319874, -0.10935962945222855, 0.04539136588573456, 0.009576915763318539, 0.007061511743813753, 0.0168469175696373, -0.003944710828363895, 0.049882348626852036, -0.03567812964320183, -0.05676284432411194, -0.08740758150815964, 0.021604841575026512, -0.05946751683950424, 0.04444195330142975, 0.09592951834201813, -0.004039349500089884, 0.03592774271965027, 0.033951833844184875, -0.04216519370675087, -0.08427074551582336, -0.04069027677178383, 0.04165346175432205, -0.02526126056909561, 0.06323699653148651, -0.03752365708351135, -0.0601290762424469, 0.08560917526483536, 0.050488006323575974, -0.03835240751504898, 0.10223422199487686, 0.05749322846531868, -0.04440287873148918, 0.05203893408179283, 0.00685460027307272, 0.04192255437374115, -0.0492885485291481, 0.07481085509061813, -0.011327073909342289, 0.05022512376308441, 0.0473293773829937, 0.03698417544364929, -0.07634752988815308, 0.014028459787368774, -0.04059305414557457, -0.040017254650592804, 0.010943714529275894, -0.0374780148267746, 0.0034456660505384207, -0.07857625931501389, -0.0566028393805027, 0.002494742628186941, 0.11035364121198654, -0.08193740248680115, -0.0179009847342968, 0.10886625945568085, 0.024373915046453476, 0.04906027391552925, 0.11927461624145508, -0.00931510515511036, 0.03498094528913498, 0.06141447275876999, -0.01403577346354723, -0.06710799783468246, 0.003857620758935809, -0.002596359932795167, 0.02591860294342041, 1.7523848486720037e-34, -0.05916304141283035, 0.0005738391191698611, -0.0029317240696400404, -0.03846093267202377, -0.07642192393541336, -0.08063977211713791, -0.014713677577674389, 0.06250914186239243, -0.011478873901069164, 0.026814520359039307, 0.04430341720581055, 0.031384725123643875, -0.02510598860681057, -0.09058438241481781, -0.058560680598020554, -0.012694780714809895, 0.07483413815498352, 0.005618475843220949, -0.08096837252378464, 0.013419827446341515, 0.06363491714000702, -0.08190098404884338, -0.028319308534264565, 0.030510958284139633, -0.023248041048645973, 0.06815137714147568, 0.03490646183490753, -0.006453011650592089, 0.09724991768598557, 0.036153629422187805, 0.033213451504707336, -0.012159974314272404, -0.027212729677557945, 0.046721458435058594, 0.05122819542884827, 0.05084246024489403, 0.005426312331110239, -0.000302815402392298, -0.06306441128253937, -0.017708320170640945, 0.06149410456418991, -0.037781525403261185, 0.026115113869309425, -0.061396609991788864, 0.014735263772308826, -0.01855473592877388, 0.07311131060123444, -0.02843208611011505, 0.15243485569953918, -0.030003031715750694, -0.08474138379096985, 0.008753999136388302, -0.040928956121206284, -0.06377638876438141, 0.04021940007805824, 0.037050385028123856, 0.01394373644143343, -0.017172981053590775, -0.018836937844753265, -0.05159755423665047, 0.02535186894237995, 0.004552002530544996, 0.031838513910770416, -0.041773781180381775, -0.04794776067137718, -0.03629883751273155, -0.10188768804073334, -0.029959989711642265, 0.0500078909099102, -0.0203268863260746, 0.02308684028685093, 0.0361289419233799, 0.040580637753009796, 0.01931576430797577, 0.04262479767203331, 0.06827657669782639, 0.07204283773899078, 0.03259852156043053, 0.06943244487047195, 0.02032114751636982, -0.09795240312814713, 0.01914817839860916, 0.020128333941102028, -0.010993432253599167, 0.09740683436393738, -0.04715079441666603, 0.02707241289317608, 0.02711367793381214, -5.9991409216308966e-05, -0.07600640505552292, -0.03821071982383728, 0.03868643566966057, -0.027017701417207718, 0.03923625126481056, 0.02538878098130226, -2.3950631276446874e-33, -0.009640763513743877, 0.007884247228503227, -0.10765835642814636, 0.02305714599788189, -0.011128101497888565, -0.022505713626742363, 0.002347630448639393, 0.10069498419761658, 0.040622513741254807, 0.023291537538170815, -0.0448748841881752, 0.02983573079109192, 0.05508783459663391, -0.04136864095926285, -0.021653328090906143, -0.04793739318847656, 0.02035374380648136, -0.0339287668466568, -0.024227501824498177, 0.07829173654317856, -0.10453818738460541, 0.09800691157579422, -0.00762562220916152, -0.05883769690990448, 0.04215029254555702, 0.01997336558997631, 0.0828198567032814, -0.03173419460654259, -0.011881622485816479, 0.03671214357018471, -0.06760040670633316, -0.06094871088862419, -0.04704732075333595, 0.010763340629637241, -0.025480419397354126, -0.03218604624271393, 0.004036986734718084, 0.019527561962604523, -0.06289513409137726, 0.05687500908970833, -0.07756786048412323, 0.0487171970307827, -0.012531059794127941, -0.00040877109859138727, 0.06389705836772919, -0.009385955519974232, -0.0764506384730339, -0.015134841203689575, 0.05218563601374626, 0.09946350753307343, -0.014838142320513725, -0.006501436233520508, 0.07370233535766602, -0.04939845949411392, 0.02588697336614132, 0.051272183656692505, 0.041657887399196625, -0.01409826148301363, 0.03296985849738121, 0.06203293427824974, 0.025245489552617073, 0.03309211507439613, -0.009072826243937016, -0.05709926411509514, 0.04583137482404709, 0.006192488595843315, 0.03142642602324486, 0.04128030687570572, 0.06649359315633774, 0.06899983435869217, 0.019033217802643776, 0.0748472586274147, -0.09082628041505814, -0.05423157289624214, -0.03746688365936279, 0.06986290216445923, 0.10651127249002457, 0.022381294518709183, -0.017307832837104797, -0.10014458000659943, -0.013803781941533089, 0.02129560336470604, -0.09545667469501495, 0.047624509781599045, -0.10014868527650833, -0.06314049661159515, 0.04783083498477936, -0.04537056386470795, 0.0007172703626565635, 0.0006602110806852579, -0.023643992841243744, -0.025853518396615982, 0.032035525888204575, 0.06762924045324326, -0.06289125233888626, -3.093600042802791e-08, 0.06477868556976318, 0.027498045936226845, -0.047149885445833206, 0.03464866802096367, 0.05263704061508179, -0.05351496487855911, -0.05395905300974846, -0.017864707857370377, -0.07063087821006775, 0.09752898663282394, 0.11629293113946915, 0.006064229179173708, 0.012436369433999062, 0.012063953094184399, -0.012126084417104721, 0.04378661885857582, -0.006881357170641422, 0.01547509990632534, -0.030289366841316223, -0.09388434886932373, -0.02193608321249485, -0.009667115285992622, 0.05874916538596153, 0.03584524989128113, -0.02442035637795925, 0.026554973796010017, 0.04268034175038338, 0.10372381657361984, -0.006380558479577303, -0.05674339085817337, -0.008756816387176514, 0.07812817394733429, 0.03380978852510452, -0.04852879419922829, -0.0747026652097702, 0.008768809027969837, -0.09103009849786758, 0.06615930050611496, -0.011139662936329842, 0.13588784635066986, -0.02543751895427704, -0.05018208548426628, 0.02439042553305626, 0.0016496690222993493, -0.06732751429080963, -0.06679665297269821, -0.07480724900960922, -0.049226850271224976, 0.0021429455373436213, -0.0054331435821950436, -0.05695653706789017, -0.02215394750237465, 0.01161673478782177, -0.04086665064096451, 0.04901108890771866, 0.08124528080224991, 0.08591742813587189, -0.015906449407339096, -0.1230471283197403, 0.029182201251387596, 0.02596087008714676, -0.0314691886305809, -0.056513749063014984, -0.04747755825519562]"
SHSG Arbeit,academic calendar,What day in september 2025 does university start again for bachelor’s students?,09.04.2025,Michèle - Representation of Interests and Studies,Hello and thank you for your question! The Autumn Semester will start on the 15th of September for Bachelor students. And Startweek will take place from the 8-12th of September.,"Frage: What day in september 2025 does university start again for bachelor’s students?
Antwort: Hello and thank you for your question! The Autumn Semester will start on the 15th of September for Bachelor students. And Startweek will take place from the 8-12th of September.","[-0.0227266326546669, -0.09725820273160934, 0.05342419072985649, 0.020477518439292908, 0.02819841355085373, 0.03571394458413124, -0.13989832997322083, -0.07197082042694092, -0.07660480588674545, 0.027881400659680367, -0.03045561909675598, 0.010394985787570477, -0.07918485254049301, 0.005568085238337517, 0.019686760380864143, 0.024715933948755264, -0.08959601074457169, -0.06422698497772217, 0.020621154457330704, -0.06454607844352722, -0.036644283682107925, -0.06149088963866234, -0.05014864727854729, -0.04692896828055382, 0.0018755501369014382, -0.02924874611198902, 0.03769070655107498, -0.07200970500707626, 0.02003227360546589, -0.057693980634212494, 0.04805637151002884, 0.09007376432418823, 0.02105165459215641, -0.00031078889151103795, 0.00016970362048596144, 0.009877044707536697, 0.03978309407830238, -0.0373862199485302, 0.010734888724982738, 0.10877881944179535, -0.07038603723049164, -0.0633455291390419, 0.003671498503535986, 0.09520335495471954, -0.003601767122745514, 0.007884727790951729, 0.005365762393921614, 0.011617951095104218, 0.029582086950540543, 0.1278911530971527, 0.0010881240013986826, -0.03245001286268234, -0.06312854588031769, -0.009159217588603497, 0.0033328039571642876, 0.08536799997091293, 0.08835292607545853, -0.007501643616706133, -0.018859611824154854, -0.01764296554028988, -0.033576443791389465, 0.07012506574392319, -0.031577713787555695, 0.02834852784872055, -0.00976321566849947, -0.03010481595993042, 0.001462334068492055, 0.00010858522000489756, 0.03897974640130997, 0.02584550715982914, 0.020966194570064545, -0.06651946157217026, 0.004868254531174898, -0.033163029700517654, -0.011045096442103386, 0.10564648360013962, -0.024230577051639557, 0.08215904980897903, 0.09531209617853165, -0.003468120703473687, -0.032093629240989685, -0.08932679146528244, 0.026612503454089165, -0.06150292605161667, -0.02498556487262249, -0.033764392137527466, -0.024956142529845238, -0.012549441307783127, -0.019911106675863266, 0.0010764868929982185, 0.006534490268677473, 0.012217034585773945, -0.0333864688873291, 0.0871882364153862, -0.06497906148433685, 0.031328607350587845, -0.022700078785419464, 0.027077296748757362, 0.11686856299638748, 0.04377840831875801, -0.09897248446941376, 0.04987125098705292, 0.006289619952440262, 0.03758201003074646, -0.05607255548238754, -0.07856830209493637, 0.003041133051738143, -0.02385864593088627, 0.03648502752184868, -0.050921399146318436, -0.00271561648696661, -0.019113894551992416, 0.06198839843273163, -0.0429806262254715, 0.04511186107993126, 0.020056208595633507, 0.07590333372354507, 0.03738308697938919, 0.02548348531126976, 0.008447024039924145, 0.05289243906736374, 0.10698527097702026, 0.0248348880559206, -0.04541343078017235, -0.06410204619169235, -0.05973637476563454, -0.04018547385931015, 1.1429286573651984e-33, 0.02208614908158779, -0.06662721186876297, -0.01726597733795643, 0.03498678281903267, -0.08488568663597107, -0.08755874633789062, 0.017190754413604736, 0.03480701893568039, 0.0037922717165201902, 0.0013655020156875253, 0.013857414945960045, -0.007150629069656134, 0.02475358359515667, -0.05939163640141487, -0.009434359148144722, -0.07584426552057266, 0.03913474455475807, -0.055539198219776154, -0.07896282523870468, 0.038466814905405045, 0.05525907129049301, -0.0702914223074913, -0.005804779473692179, 0.005910428240895271, 0.005570883862674236, 0.002974199131131172, 0.043096039444208145, 0.05332010239362717, 0.09581759572029114, 0.021698856726288795, 0.07578565180301666, -0.06251657009124756, -0.10650373995304108, 0.007097763940691948, -0.010308051481842995, 0.04385485127568245, 0.006042535416781902, 0.023507103323936462, -0.08821570873260498, -0.02503446862101555, 0.05015440285205841, -0.0226421020925045, 0.03141389042139053, -0.07362335920333862, 0.04583001881837845, -0.0277117732912302, 0.0317482054233551, 0.011801234446465969, 0.1201854720711708, -0.07517462223768234, -0.04505864903330803, -0.045327842235565186, 0.01911330781877041, -0.05734021216630936, 0.06971830129623413, 0.03580039367079735, -0.02543659321963787, -0.051296334713697433, -0.06549965590238571, -0.07521042227745056, -0.0006219848874025047, -0.03139130398631096, 0.029618188738822937, -0.04001573473215103, -0.10010641068220139, -0.005785614717751741, 0.017526283860206604, -0.04616673290729523, 0.05528908595442772, 0.01570555940270424, 0.01717352494597435, 0.036688074469566345, -0.04280756041407585, -0.07356546819210052, 0.0647648423910141, 0.0656837671995163, 0.06793118268251419, -0.07638459652662277, 0.04681096598505974, 0.06569716334342957, -0.010120044462382793, -0.003908166661858559, -0.027994707226753235, 0.000645243504550308, 0.00013899557234253734, -0.027218209579586983, 0.04008118435740471, 0.023499930277466774, 0.05383949354290962, -0.03979450464248657, 0.03486280515789986, -0.011207340285182, 0.05728856101632118, 0.09578057378530502, 0.08434399217367172, -3.1510735031684105e-33, 0.05412832275032997, 0.049048472195863724, -0.11048232018947601, -0.005971570964902639, -0.028865152969956398, -0.0018307322170585394, 0.037724703550338745, 0.14857172966003418, -0.01342777069658041, 0.016339462250471115, 0.05155007541179657, -0.021621311083436012, -0.011305355466902256, -0.029151150956749916, -0.07467834651470184, -0.012726906687021255, 0.11229510605335236, -0.009140185080468655, -0.0453605093061924, 0.09701407700777054, -0.022121518850326538, -0.005593117326498032, -0.04058049991726875, -0.11831458657979965, 0.05533083528280258, 0.0011943753343075514, 0.12387067079544067, -0.022497231140732765, -0.04160311073064804, -0.008948178961873055, -0.018777996301651, -0.01297061424702406, -0.022751089185476303, 0.025254271924495697, -0.02149929292500019, 0.01737210527062416, -0.03632446378469467, 0.00918045174330473, -0.0616939552128315, 0.04870610684156418, 0.01233096607029438, -0.021824853494763374, -0.08437582850456238, 0.06358660757541656, 0.07887448370456696, -0.02782287448644638, 0.023028479889035225, 0.07051192224025726, 0.08416816592216492, -0.029773520305752754, -0.03884882852435112, -0.05830159783363342, 0.06518056988716125, -0.07644561678171158, 0.08109040558338165, 0.0016921015921980143, 0.06159600615501404, 0.007158932741731405, -0.03136325627565384, 0.08312849700450897, 0.0543658547103405, 0.0009399793343618512, 0.03795376047492027, -0.02893439494073391, -0.06516403704881668, -0.0253604706376791, -0.01390000618994236, 0.04217757657170296, -0.03100026398897171, 0.02757111005485058, 0.027461666613817215, 0.034635212272405624, -0.032379042357206345, 0.020091813057661057, -0.04543162137269974, -0.02903103083372116, 0.058327507227659225, 0.008518563583493233, -0.04176709055900574, -0.015067127533257008, -0.05511344224214554, -0.010886666364967823, -0.08919093012809753, 0.0722491592168808, -0.033634960651397705, -0.08580449968576431, -0.0012589944526553154, -0.0011947705643251538, 0.08752936869859695, -0.03243790566921234, -0.059687189757823944, 0.044669829308986664, 0.023382527753710747, 0.01377258263528347, 0.016388460993766785, -3.1202020522869134e-08, 0.011920900084078312, 0.022709256038069725, -0.06629551202058792, 0.04119249805808067, 0.05992282181978226, 0.02674153633415699, -0.04165997728705406, -0.09206070750951767, 0.009509420953691006, 0.013321650214493275, -0.003851493587717414, 0.06693326681852341, -0.0027193143032491207, 0.010903890244662762, 0.0543753057718277, 0.12787894904613495, 0.015311168506741524, -0.06208692863583565, 0.06008818373084068, -0.040036775171756744, -0.019364971667528152, -0.04926459491252899, 0.08714301139116287, 0.07706616818904877, -0.044632475823163986, 0.0038825778756290674, -0.01979660801589489, 0.05516192689538002, -0.03930055722594261, 0.03223245218396187, -0.028024254366755486, 0.07580042630434036, -0.041223619133234024, -0.09569458663463593, -0.0490131638944149, 0.041577573865652084, 0.031054502353072166, 0.009069446474313736, 0.01871786080300808, 0.0233631394803524, 0.0029871435835957527, -0.08451931178569794, 0.028886238113045692, -0.001632221508771181, 0.0038338047452270985, -0.04922232776880264, -0.05428840219974518, 0.040644820779561996, 0.03962896391749382, -0.013302718289196491, -0.10983103513717651, -0.024356508627533913, -0.07601384818553925, -0.048017483204603195, 0.06516342610120773, 0.04796435311436653, -0.014356933534145355, -0.0598447248339653, -0.0762038379907608, -0.02055259421467781, 0.0016214766073971987, -0.07308204472064972, -0.02974877879023552, -0.041554540395736694]"
SHSG Arbeit,Master thesis registration deadline,When is the deadline to register the master thesis topic in order to graduate by February 2026?,31.03.2025,Michèle - Representation of Interests and Studies,"Hello and thank you for your question! There is no longer a set registration deadline for your Thesis, it should be discussed with your supervisor accordingly. There is just a completion deadline of 12 months from registration, and a submission deadline. If you wish to graduate in Feb 2026, the deadline for your Thesis is either August or November of this year.","Frage: When is the deadline to register the master thesis topic in order to graduate by February 2026?
Antwort: Hello and thank you for your question! There is no longer a set registration deadline for your Thesis, it should be discussed with your supervisor accordingly. There is just a completion deadline of 12 months from registration, and a submission deadline. If you wish to graduate in Feb 2026, the deadline for your Thesis is either August or November of this year.","[-0.008603256195783615, -0.111578069627285, 0.04487999156117439, 0.0046073091216385365, 0.009962738491594791, 0.08897722512483597, -0.14659513533115387, 0.022710690274834633, -0.043541427701711655, 0.007902173325419426, -0.03818665072321892, 0.0531938336789608, -0.06838130205869675, -0.03689732775092125, 0.03994305804371834, -0.004429569933563471, -0.10007447749376297, -0.06870456784963608, 0.06381671875715256, 0.013305052183568478, 0.02731856144964695, 0.0444188192486763, -0.025134051218628883, -0.0795515850186348, -0.02270740456879139, -0.01997939497232437, 0.03640187159180641, -0.10485804826021194, 0.06306219846010208, 0.0722743421792984, 0.03784918040037155, 0.07216515392065048, -0.028723571449518204, 0.045593928545713425, 0.04462648183107376, -0.028829922899603844, 0.012358265928924084, -0.005092376843094826, -0.029779594391584396, 0.030431795865297318, -0.05573480948805809, -0.05317556858062744, -0.024953721091151237, 0.04387321323156357, 0.015482722781598568, 0.037673596292734146, -0.04932103678584099, 0.039162810891866684, -0.02608553320169449, 0.004487939644604921, -0.030241601169109344, -0.02545241080224514, -0.023697692900896072, -0.022764377295970917, -0.06842885166406631, 0.04354747384786606, 0.07437102496623993, -0.09098899364471436, 0.03056378848850727, 0.03399968519806862, -0.03849860280752182, -0.00730842724442482, -0.07333871722221375, -0.0156156150624156, 0.10327047854661942, -0.007707803510129452, 0.037258025258779526, 0.0072623430751264095, 0.05184605345129967, 0.08323680609464645, -0.004387527704238892, -0.03712010383605957, -0.03562423586845398, 0.007162644527852535, -0.037157800048589706, 0.0678558424115181, 0.011470383033156395, 0.050113219767808914, 0.10176778584718704, -0.024426644667983055, -0.06592726707458496, -0.04142379015684128, 0.05044076591730118, -0.04391438141465187, -0.023449590429663658, -0.04092120751738548, -0.019205406308174133, 0.08261343091726303, -0.017790483310818672, 0.021992124617099762, 0.053998079150915146, -0.04400837421417236, -0.02887384034693241, 0.06094979867339134, -0.11745292693376541, 0.016994638368487358, -0.0017251778626814485, 0.01878279447555542, 0.03786764293909073, -0.017946865409612656, -0.05920436233282089, -0.0516069270670414, -0.08089865744113922, -0.00876676570624113, 0.01791580766439438, 0.017385344952344894, -0.018438709899783134, -0.013383228331804276, -0.04535878449678421, -0.03890221193432808, -0.003312518587335944, -0.056520525366067886, 0.06165824458003044, -0.02157323993742466, 0.0350639708340168, 0.03820754587650299, 0.0214263666421175, -0.01283800695091486, 0.07648641616106033, -0.0005508781177923083, 0.002902526408433914, 0.03483676165342331, 0.020232433453202248, -0.020060690119862556, -0.010737327858805656, -0.02975674532353878, -0.05409388989210129, 2.262783233060969e-34, -0.05290088802576065, -0.05411451682448387, 0.005309883505105972, -0.03303747996687889, -0.05152086541056633, -0.07063542306423187, 0.0671917274594307, -0.005614623427391052, -0.02083939127624035, 0.05046367645263672, 0.02640368789434433, -0.051206283271312714, -0.04285119101405144, -0.03536611795425415, -0.05244186520576477, -0.13881449401378632, 0.10095414519309998, 0.05282668024301529, -0.011733369901776314, 0.012028392404317856, 0.09285534918308258, -0.10347756743431091, 0.03239871561527252, 0.009053378365933895, 0.005805790890008211, 0.09345528483390808, 0.0209615770727396, -0.03947574645280838, 0.05499435216188431, 0.024198878556489944, 0.06397248059511185, -0.009421109221875668, -0.05170806124806404, 0.021635359153151512, -0.04282095283269882, -0.005083294585347176, 0.0226905457675457, -0.06323941051959991, -0.037413593381643295, -0.004613914061337709, 0.058898698538541794, -0.009188948199152946, 0.009648828767240047, -0.04965763911604881, 0.07737130671739578, -0.007264120504260063, 0.1375233680009842, -0.021756846457719803, 0.18838252127170563, -0.0180671326816082, -0.02679717354476452, -0.021030910313129425, -0.03997775912284851, -0.10045211017131805, 0.062337685376405716, 0.02156875468790531, -0.044067759066820145, -0.07098182290792465, 0.005577412899583578, -0.04724434018135071, 0.009082634933292866, -0.05754917860031128, -0.03273358568549156, -0.12117782235145569, -0.010321398265659809, -0.025641512125730515, 0.05940787494182587, -0.005724593997001648, 0.06162848696112633, -0.01719021424651146, 0.0009509687079116702, -0.032668519765138626, 0.021621666848659515, -0.005750279873609543, 0.05935976654291153, 0.047839224338531494, 0.059377558529376984, -0.037521842867136, -0.005498139187693596, 0.061059676110744476, -0.09289571642875671, 0.08618838340044022, -0.06909462064504623, -0.025496449321508408, 0.025544075295329094, -0.06539229303598404, 0.0371406227350235, 0.09221387654542923, 0.047478463500738144, -0.04273473098874092, 0.033341217786073685, -0.02686990611255169, -0.03650966286659241, 0.14548659324645996, 0.007606213446706533, -2.5843081672354753e-33, 0.02863512746989727, -0.0814647525548935, -0.10400576889514923, 0.07623831182718277, 0.10276247560977936, -0.02738119289278984, -0.017374537885189056, 0.11996898055076599, -0.03585272282361984, -0.044520068913698196, 0.0018819131655618548, -0.02539031393826008, 0.05343572050333023, -0.014351769350469112, -0.041526611894369125, -0.004427987150847912, 0.041550785303115845, -0.061443254351615906, -0.005274300463497639, 0.03417045250535011, -0.024777226150035858, -0.022201281040906906, 0.00655157957226038, 0.032900527119636536, 0.008363097906112671, -0.02861735224723816, 0.06103374809026718, -0.05360575392842293, 0.02020656131207943, -0.03128351271152496, -0.02633841335773468, 0.04588091000914574, -0.05689624324440956, 0.030691521242260933, 0.062437526881694794, -0.025414763018488884, -0.000641952792648226, 0.030415179207921028, -0.03156913444399834, 0.10711994022130966, -0.008812597021460533, 0.003171635791659355, -0.05311289429664612, 0.04586523398756981, 0.0744360014796257, -0.0266798734664917, 0.03264337033033371, -0.005677883978933096, 0.08987091481685638, 0.004329337272793055, -0.013362099416553974, -0.014217727817595005, 0.07203448563814163, -0.06642446666955948, 0.06166773661971092, 0.003009786829352379, 0.023122254759073257, -0.05450750142335892, 0.06669750809669495, 0.11204548925161362, 0.06839729100465775, 0.002109670313075185, 0.04402415081858635, -0.08788390457630157, 0.03495818004012108, 0.01780347339808941, 0.02593628317117691, 0.025239353999495506, 0.01901482231914997, 0.0413760282099247, 0.021281301975250244, -0.017131159082055092, -0.06643941253423691, 0.0663856714963913, -0.025124259293079376, -0.045150063931941986, 0.0374000109732151, 0.0026692207902669907, -0.013753975741565228, -0.10008370131254196, -0.031192557886242867, 0.08554978668689728, -0.12275616824626923, 0.09220520406961441, -0.012029354460537434, -0.043607696890830994, 0.05550030246376991, 0.0034201869275420904, 0.019698530435562134, -0.03385014459490776, -0.044357627630233765, -0.03504415601491928, 0.006425103172659874, 0.0004102023667655885, -0.02918614074587822, -4.1045126408789656e-08, 0.07866805046796799, 0.04453648254275322, -0.01132807508111, -0.10711708664894104, 0.08512672781944275, 0.06419956684112549, -0.016369003802537918, -0.07609349489212036, -0.0318530797958374, 0.027827762067317963, 0.050862956792116165, 0.01793193258345127, 0.03763783350586891, 0.020274357870221138, 0.029513653367757797, 0.0019592216704040766, -0.030221227556467056, -0.023759344592690468, 0.027217699214816093, -0.05081438645720482, -0.013289676047861576, -0.04351265728473663, 0.05981213599443436, -0.06441619247198105, -0.029819604009389877, 0.009306562133133411, -0.02221067249774933, 0.0877925381064415, -0.05622361600399017, 0.004807622637599707, -0.06053239107131958, 0.04514351487159729, -0.02926005981862545, -0.032389651983976364, 0.05736151337623596, 0.05131497234106064, 0.034708086401224136, -0.03388148173689842, -0.05160082131624222, -0.003676433116197586, 0.0014983831206336617, -0.01771409995853901, 0.06033218652009964, -0.014896048232913017, -0.02231745235621929, -0.0004339065926615149, -0.032858166843652725, 0.0066881743259727955, 0.0018323591211810708, 0.030561162158846855, -0.03133879601955414, -0.05915891379117966, -0.0480000264942646, -0.060527604073286057, 0.02708893083035946, 0.0666780099272728, -0.02775050699710846, -0.12683534622192383, -0.04182083159685135, -0.04177642613649368, 0.062042757868766785, 0.034134265035390854, -0.040685124695301056, -0.032194022089242935]"
